date,service,region,daily_cost,resource_count,provider
2025-01-04,RDS,eu-west-1,180.22,12,AWS
2025-01-04,RDS,ap-southeast-1,639.35,35,AWS
2025-01-04,S3,us-east-1,386.44,6,AWS
2025-01-04,S3,us-west-2,228.05,20,AWS
2025-01-04,S3,eu-west-1,440.56,3,AWS
2025-01-04,S3,ap-southeast-1,574.22,1,AWS
2025-01-04,Lambda,us-east-1,190.74,49,AWS
2025-01-04,Lambda,us-west-2,525.65,23,AWS
2025-01-04,Lambda,eu-west-1,988.63,38,AWS
2025-01-04,Lambda,ap-southeast-1,910.06,15,AWS
2025-01-04,CloudFront,us-east-1,548.33,44,AWS
2025-01-04,CloudFront,us-west-2,459.18,34,AWS
2025-01-04,CloudFront,eu-west-1,929.23,32,AWS
2025-01-04,CloudFront,ap-southeast-1,122.03,27,AWS
2025-01-04,ELB,us-east-1,441.08,38,AWS
2025-01-04,ELB,us-west-2,580.25,20,AWS
2025-01-04,ELB,eu-west-1,218.19,4,AWS
2025-01-04,ELB,ap-southeast-1,621.1,49,AWS
2025-01-05,EC2,us-east-1,783.01,8,AWS
2025-01-05,EC2,us-west-2,712.15,1,AWS
2025-01-05,EC2,eu-west-1,142.42,29,AWS
2025-01-05,EC2,ap-southeast-1,186.19,16,AWS
2025-01-05,RDS,us-east-1,678.27,41,AWS
2025-01-05,RDS,us-west-2,160.04,40,AWS
2025-01-05,RDS,eu-west-1,786.56,34,AWS
2025-01-05,RDS,ap-southeast-1,234.76,1,AWS
2025-01-05,S3,us-east-1,302.07,19,AWS
2025-01-05,S3,us-west-2,571.74,46,AWS
2025-01-05,S3,eu-west-1,322.56,2,AWS
2025-01-05,S3,ap-southeast-1,979.99,16,AWS
2025-01-05,Lambda,us-east-1,258.42,13,AWS
2025-01-05,Lambda,us-west-2,952.49,47,AWS
2025-01-05,Lambda,eu-west-1,662.88,33,AWS
2025-01-05,Lambda,ap-southeast-1,709.53,1,AWS
2025-01-05,CloudFront,us-east-1,228.82,14,AWS
2025-01-05,CloudFront,us-west-2,1061.49,48,AWS
2025-01-05,CloudFront,eu-west-1,639.42,6,AWS
2025-01-05,CloudFront,ap-southeast-1,410.4,10,AWS
2025-01-05,ELB,us-east-1,596.16,36,AWS
2025-01-05,ELB,us-west-2,152.23,27,AWS
2025-01-05,ELB,eu-west-1,359.83,33,AWS
2025-01-05,ELB,ap-southeast-1,569.05,42,AWS
2025-01-06,EC2,us-east-1,846.63,3,AWS
2025-01-06,EC2,us-west-2,588.28,30,AWS
2025-01-06,EC2,eu-west-1,810.55,10,AWS
2025-01-06,EC2,ap-southeast-1,793.82,14,AWS
2025-01-06,RDS,us-east-1,589.85,20,AWS
2025-01-06,RDS,us-west-2,499.86,39,AWS
2025-01-06,RDS,eu-west-1,607.58,38,AWS
2025-01-06,RDS,ap-southeast-1,345.18,4,AWS
2025-01-06,S3,us-east-1,170.49,43,AWS
2025-01-06,S3,us-west-2,181.75,48,AWS
2025-01-06,S3,eu-west-1,108.38,38,AWS
2025-01-06,S3,ap-southeast-1,656.45,26,AWS
2025-01-06,Lambda,us-east-1,477.87,4,AWS
2025-01-06,Lambda,us-west-2,540.05,36,AWS
2025-01-06,Lambda,eu-west-1,628.52,14,AWS
2025-01-06,Lambda,ap-southeast-1,256.98,47,AWS
2025-01-06,CloudFront,us-east-1,771.75,31,AWS
2025-01-06,CloudFront,us-west-2,167.28,33,AWS
2025-01-06,CloudFront,eu-west-1,873.02,48,AWS
2025-01-06,CloudFront,ap-southeast-1,356.79,9,AWS
2025-01-06,ELB,us-east-1,497.22,14,AWS
2025-01-06,ELB,us-west-2,941.47,1,AWS
2025-01-06,ELB,eu-west-1,217.76,4,AWS
2025-01-06,ELB,ap-southeast-1,172.56,27,AWS
2025-01-07,EC2,us-east-1,696.47,26,AWS
2025-01-07,EC2,us-west-2,196.15,33,AWS
2025-01-07,EC2,eu-west-1,693.97,28,AWS
2025-01-07,EC2,ap-southeast-1,899.4,48,AWS
2025-01-07,RDS,us-east-1,430.63,41,AWS
2025-01-07,RDS,us-west-2,357.91,42,AWS
2025-01-07,RDS,eu-west-1,783.92,47,AWS
2025-01-07,RDS,ap-southeast-1,805.78,12,AWS
2025-01-07,S3,us-east-1,857.63,50,AWS
2025-01-07,S3,us-west-2,521.33,3,AWS
2025-01-07,S3,eu-west-1,969.8,12,AWS
2025-01-07,S3,ap-southeast-1,575.42,49,AWS
2025-01-07,Lambda,us-east-1,1229.27,19,AWS
2025-01-07,Lambda,us-west-2,381.05,18,AWS
2025-01-07,Lambda,eu-west-1,347.7,24,AWS
2025-01-07,Lambda,ap-southeast-1,357.37,24,AWS
2025-01-07,CloudFront,us-east-1,417.66,8,AWS
2025-01-07,CloudFront,us-west-2,810.54,34,AWS
2025-01-07,CloudFront,eu-west-1,378.42,44,AWS
2025-01-07,CloudFront,ap-southeast-1,904.55,48,AWS
2025-01-07,ELB,us-east-1,1008.35,9,AWS
2025-01-07,ELB,us-west-2,522.31,7,AWS
2025-01-07,ELB,eu-west-1,868.83,12,AWS
2025-01-07,ELB,ap-southeast-1,184.95,45,AWS
2025-01-08,EC2,us-east-1,361.69,37,AWS
2025-01-08,EC2,us-west-2,480.92,9,AWS
2025-01-08,EC2,eu-west-1,745.14,46,AWS
2025-01-08,EC2,ap-southeast-1,374.45,38,AWS
2025-01-08,RDS,us-east-1,713.81,3,AWS
2025-01-08,RDS,us-west-2,472.38,19,AWS
2025-01-08,RDS,eu-west-1,194.84,36,AWS
2025-01-08,RDS,ap-southeast-1,255.88,31,AWS
2025-01-08,S3,us-east-1,670.57,47,AWS
2025-01-08,S3,us-west-2,1110.74,49,AWS
2025-01-08,S3,eu-west-1,459.77,24,AWS
2025-01-08,S3,ap-southeast-1,658.13,44,AWS
2025-01-08,Lambda,us-east-1,853.43,30,AWS
2025-01-08,Lambda,us-west-2,567.37,35,AWS
2025-01-08,Lambda,eu-west-1,884.86,15,AWS
2025-01-08,Lambda,ap-southeast-1,214.95,32,AWS
2025-01-08,CloudFront,us-east-1,510.8,19,AWS
2025-01-08,CloudFront,us-west-2,406.41,29,AWS
2025-01-08,CloudFront,eu-west-1,970.75,22,AWS
2025-01-08,CloudFront,ap-southeast-1,561.89,39,AWS
2025-01-08,ELB,us-east-1,686.61,28,AWS
2025-01-08,ELB,us-west-2,307.58,50,AWS
2025-01-08,ELB,eu-west-1,386.16,13,AWS
2025-01-08,ELB,ap-southeast-1,239.62,41,AWS
2025-01-09,EC2,us-east-1,890.65,32,AWS
2025-01-09,EC2,us-west-2,522.47,6,AWS
2025-01-09,EC2,eu-west-1,470.53,22,AWS
2025-01-09,EC2,ap-southeast-1,385.54,15,AWS
2025-01-09,RDS,us-east-1,200.17,3,AWS
2025-01-09,RDS,us-west-2,707.51,25,AWS
2025-01-09,RDS,eu-west-1,610.46,25,AWS
2025-01-09,RDS,ap-southeast-1,154.2,48,AWS
2025-01-09,S3,us-east-1,862.34,8,AWS
2025-01-09,S3,us-west-2,1020.44,7,AWS
2025-01-09,S3,eu-west-1,643.59,20,AWS
2025-01-09,S3,ap-southeast-1,527.23,22,AWS
2025-01-09,Lambda,us-east-1,145.94,26,AWS
2025-01-09,Lambda,us-west-2,637.29,44,AWS
2025-01-09,Lambda,eu-west-1,626.56,39,AWS
2025-01-09,Lambda,ap-southeast-1,374.49,45,AWS
2025-01-09,CloudFront,us-east-1,383.5,47,AWS
2025-01-09,CloudFront,us-west-2,176.67,32,AWS
2025-01-09,CloudFront,eu-west-1,701.88,22,AWS
2025-01-09,CloudFront,ap-southeast-1,582.19,33,AWS
2025-01-09,ELB,us-east-1,237.15,41,AWS
2025-01-09,ELB,us-west-2,583.46,28,AWS
2025-01-09,ELB,eu-west-1,593.67,39,AWS
2025-01-09,ELB,ap-southeast-1,972.28,35,AWS
2025-01-10,EC2,us-east-1,817.14,3,AWS
2025-01-10,EC2,us-west-2,482.6,2,AWS
2025-01-10,EC2,eu-west-1,638.1,38,AWS
2025-01-10,EC2,ap-southeast-1,891.36,38,AWS
2025-01-10,RDS,us-east-1,172.25,3,AWS
2025-01-10,RDS,us-west-2,468.16,40,AWS
2025-01-10,RDS,eu-west-1,775.42,37,AWS
2025-01-10,RDS,ap-southeast-1,230.14,24,AWS
2025-01-10,S3,us-east-1,943.85,7,AWS
2025-01-10,S3,us-west-2,1038.43,31,AWS
2025-01-10,S3,eu-west-1,180.64,26,AWS
2025-01-10,S3,ap-southeast-1,824.84,27,AWS
2025-01-10,Lambda,us-east-1,577.18,25,AWS
2025-01-10,Lambda,us-west-2,830.51,19,AWS
2025-01-10,Lambda,eu-west-1,801.96,6,AWS
2025-01-10,Lambda,ap-southeast-1,142.38,5,AWS
2025-01-10,CloudFront,us-east-1,495.72,6,AWS
2025-01-10,CloudFront,us-west-2,641.58,16,AWS
2025-01-10,CloudFront,eu-west-1,472.4,43,AWS
2025-01-10,CloudFront,ap-southeast-1,956.17,2,AWS
2025-01-10,ELB,us-east-1,694.41,12,AWS
2025-01-10,ELB,us-west-2,1005.54,6,AWS
2025-01-10,ELB,eu-west-1,374.79,13,AWS
2025-01-10,ELB,ap-southeast-1,535.13,18,AWS
2025-01-11,EC2,us-east-1,290.67,50,AWS
2025-01-11,EC2,us-west-2,581.64,22,AWS
2025-01-11,EC2,eu-west-1,207.36,31,AWS
2025-01-11,EC2,ap-southeast-1,676.67,29,AWS
2025-01-11,RDS,us-east-1,165.84,29,AWS
2025-01-11,RDS,us-west-2,781.33,43,AWS
2025-01-11,RDS,eu-west-1,107.23,7,AWS
2025-01-11,RDS,ap-southeast-1,505.26,15,AWS
2025-01-11,S3,us-east-1,596.12,4,AWS
2025-01-11,S3,us-west-2,358.32,32,AWS
2025-01-11,S3,eu-west-1,576.54,2,AWS
2025-01-11,S3,ap-southeast-1,957.37,43,AWS
2025-01-11,Lambda,us-east-1,845.76,30,AWS
2025-01-11,Lambda,us-west-2,1004.25,50,AWS
2025-01-11,Lambda,eu-west-1,339.67,24,AWS
2025-01-11,Lambda,ap-southeast-1,344.07,2,AWS
2025-01-11,CloudFront,us-east-1,389.55,28,AWS
2025-01-11,CloudFront,us-west-2,585.19,25,AWS
2025-01-11,CloudFront,eu-west-1,255.31,48,AWS
2025-01-11,CloudFront,ap-southeast-1,434.6,23,AWS
2025-01-11,ELB,us-east-1,142.96,20,AWS
2025-01-11,ELB,us-west-2,492.43,26,AWS
2025-01-11,ELB,eu-west-1,104.96,8,AWS
2025-01-11,ELB,ap-southeast-1,344.71,34,AWS
2025-01-12,EC2,us-east-1,435.73,38,AWS
2025-01-12,EC2,us-west-2,835.69,28,AWS
2025-01-12,EC2,eu-west-1,297.84,12,AWS
2025-01-12,EC2,ap-southeast-1,799.63,30,AWS
2025-01-12,RDS,us-east-1,392.96,29,AWS
2025-01-12,RDS,us-west-2,335.85,18,AWS
2025-01-12,RDS,eu-west-1,1121.55,4,AWS
2025-01-12,RDS,ap-southeast-1,455.64,10,AWS
2025-01-12,S3,us-east-1,846.22,20,AWS
2025-01-12,S3,us-west-2,903.87,37,AWS
2025-01-12,S3,eu-west-1,146.5,49,AWS
2025-01-12,S3,ap-southeast-1,468.7,21,AWS
2025-01-12,Lambda,us-east-1,962.74,21,AWS
2025-01-12,Lambda,us-west-2,299.69,5,AWS
2025-01-12,Lambda,eu-west-1,446.93,36,AWS
2025-01-12,Lambda,ap-southeast-1,167.48,33,AWS
2025-01-12,CloudFront,us-east-1,176.33,39,AWS
2025-01-12,CloudFront,us-west-2,239.17,49,AWS
2025-01-12,CloudFront,eu-west-1,448.0,36,AWS
2025-01-12,CloudFront,ap-southeast-1,113.08,8,AWS
2025-01-12,ELB,us-east-1,673.43,43,AWS
2025-01-12,ELB,us-west-2,428.31,32,AWS
2025-01-12,ELB,eu-west-1,513.33,1,AWS
2025-01-12,ELB,ap-southeast-1,1022.89,15,AWS
2025-01-13,EC2,us-east-1,219.76,39,AWS
2025-01-13,EC2,us-west-2,495.77,28,AWS
2025-01-13,EC2,eu-west-1,340.55,45,AWS
2025-01-13,EC2,ap-southeast-1,370.42,38,AWS
2025-01-13,RDS,us-east-1,861.39,37,AWS
2025-01-13,RDS,us-west-2,630.48,27,AWS
2025-01-13,RDS,eu-west-1,974.18,45,AWS
2025-01-13,RDS,ap-southeast-1,386.5,22,AWS
2025-01-13,S3,us-east-1,535.67,15,AWS
2025-01-13,S3,us-west-2,755.33,41,AWS
2025-01-13,S3,eu-west-1,875.98,1,AWS
2025-01-13,S3,ap-southeast-1,679.9,41,AWS
2025-01-13,Lambda,us-east-1,564.37,48,AWS
2025-01-13,Lambda,us-west-2,727.59,20,AWS
2025-01-13,Lambda,eu-west-1,1044.11,29,AWS
2025-01-13,Lambda,ap-southeast-1,916.8,32,AWS
2025-01-13,CloudFront,us-east-1,541.97,26,AWS
2025-01-13,CloudFront,us-west-2,277.4,2,AWS
2025-01-13,CloudFront,eu-west-1,142.48,48,AWS
2025-01-13,CloudFront,ap-southeast-1,374.48,45,AWS
2025-01-13,ELB,us-east-1,993.78,8,AWS
2025-01-13,ELB,us-west-2,470.45,38,AWS
2025-01-13,ELB,eu-west-1,891.22,4,AWS
2025-01-13,ELB,ap-southeast-1,585.94,35,AWS
2025-01-14,EC2,us-east-1,1000.82,21,AWS
2025-01-14,EC2,us-west-2,1079.74,2,AWS
2025-01-14,EC2,eu-west-1,291.62,10,AWS
2025-01-14,EC2,ap-southeast-1,1004.81,38,AWS
2025-01-14,RDS,us-east-1,534.44,5,AWS
2025-01-14,RDS,us-west-2,567.86,17,AWS
2025-01-14,RDS,eu-west-1,1085.95,17,AWS
2025-01-14,RDS,ap-southeast-1,305.23,38,AWS
2025-01-14,S3,us-east-1,421.45,34,AWS
2025-01-14,S3,us-west-2,503.21,20,AWS
2025-01-14,S3,eu-west-1,523.47,7,AWS
2025-01-14,S3,ap-southeast-1,646.62,33,AWS
2025-01-14,Lambda,us-east-1,492.85,31,AWS
2025-01-14,Lambda,us-west-2,497.78,25,AWS
2025-01-14,Lambda,eu-west-1,1126.02,19,AWS
2025-01-14,Lambda,ap-southeast-1,1000.2,19,AWS
2025-01-14,CloudFront,us-east-1,248.77,44,AWS
2025-01-14,CloudFront,us-west-2,793.03,17,AWS
2025-01-14,CloudFront,eu-west-1,723.64,11,AWS
2025-01-14,CloudFront,ap-southeast-1,547.79,41,AWS
2025-01-14,ELB,us-east-1,652.04,12,AWS
2025-01-14,ELB,us-west-2,393.16,42,AWS
2025-01-14,ELB,eu-west-1,127.39,10,AWS
2025-01-14,ELB,ap-southeast-1,587.8,50,AWS
2025-01-15,EC2,us-east-1,418.41,9,AWS
2025-01-15,EC2,us-west-2,132.0,39,AWS
2025-01-15,EC2,eu-west-1,120.4,45,AWS
2025-01-15,EC2,ap-southeast-1,488.64,21,AWS
2025-01-15,RDS,us-east-1,803.42,46,AWS
2025-01-15,RDS,us-west-2,870.0,34,AWS
2025-01-15,RDS,eu-west-1,558.64,17,AWS
2025-01-15,RDS,ap-southeast-1,437.65,4,AWS
2025-01-15,S3,us-east-1,354.29,35,AWS
2025-01-15,S3,us-west-2,1098.12,50,AWS
2025-01-15,S3,eu-west-1,785.74,28,AWS
2025-01-15,S3,ap-southeast-1,756.14,33,AWS
2025-01-15,Lambda,us-east-1,686.58,29,AWS
2025-01-15,Lambda,us-west-2,1031.2,44,AWS
2025-01-15,Lambda,eu-west-1,337.4,34,AWS
2025-01-15,Lambda,ap-southeast-1,475.21,21,AWS
2025-01-15,CloudFront,us-east-1,187.96,22,AWS
2025-01-15,CloudFront,us-west-2,159.15,10,AWS
2025-01-15,CloudFront,eu-west-1,434.39,21,AWS
2025-01-15,CloudFront,ap-southeast-1,693.86,18,AWS
2025-01-15,ELB,us-east-1,178.29,38,AWS
2025-01-15,ELB,us-west-2,277.6,12,AWS
2025-01-15,ELB,eu-west-1,662.9,42,AWS
2025-01-15,ELB,ap-southeast-1,426.38,30,AWS
2025-01-16,EC2,us-east-1,739.24,3,AWS
2025-01-16,EC2,us-west-2,220.93,30,AWS
2025-01-16,EC2,eu-west-1,439.0,22,AWS
2025-01-16,EC2,ap-southeast-1,817.6,8,AWS
2025-01-16,RDS,us-east-1,540.72,13,AWS
2025-01-16,RDS,us-west-2,481.0,2,AWS
2025-01-16,RDS,eu-west-1,831.27,30,AWS
2025-01-16,RDS,ap-southeast-1,354.05,46,AWS
2025-01-16,S3,us-east-1,157.57,46,AWS
2025-01-16,S3,us-west-2,771.69,6,AWS
2025-01-16,S3,eu-west-1,613.81,42,AWS
2025-01-16,S3,ap-southeast-1,713.45,18,AWS
2025-01-16,Lambda,us-east-1,729.64,15,AWS
2025-01-16,Lambda,us-west-2,157.88,37,AWS
2025-01-16,Lambda,eu-west-1,949.79,17,AWS
2025-01-16,Lambda,ap-southeast-1,518.93,46,AWS
2025-01-16,CloudFront,us-east-1,333.11,47,AWS
2025-01-16,CloudFront,us-west-2,1062.32,34,AWS
2025-01-16,CloudFront,eu-west-1,1181.93,11,AWS
2025-01-16,CloudFront,ap-southeast-1,214.67,45,AWS
2025-01-16,ELB,us-east-1,935.54,42,AWS
2025-01-16,ELB,us-west-2,210.6,9,AWS
2025-01-16,ELB,eu-west-1,271.05,43,AWS
2025-01-16,ELB,ap-southeast-1,765.21,47,AWS
2025-01-17,EC2,us-east-1,862.45,12,AWS
2025-01-17,EC2,us-west-2,734.57,10,AWS
2025-01-17,EC2,eu-west-1,246.22,28,AWS
2025-01-17,EC2,ap-southeast-1,933.71,30,AWS
2025-01-17,RDS,us-east-1,565.39,18,AWS
2025-01-17,RDS,us-west-2,412.37,34,AWS
2025-01-17,RDS,eu-west-1,713.5,39,AWS
2025-01-17,RDS,ap-southeast-1,767.01,8,AWS
2025-01-17,S3,us-east-1,800.69,31,AWS
2025-01-17,S3,us-west-2,444.28,49,AWS
2025-01-17,S3,eu-west-1,542.14,7,AWS
2025-01-17,S3,ap-southeast-1,97.66,33,AWS
2025-01-17,Lambda,us-east-1,474.87,15,AWS
2025-01-17,Lambda,us-west-2,167.92,28,AWS
2025-01-17,Lambda,eu-west-1,988.68,40,AWS
2025-01-17,Lambda,ap-southeast-1,423.66,47,AWS
2025-01-17,CloudFront,us-east-1,139.95,5,AWS
2025-01-17,CloudFront,us-west-2,285.75,29,AWS
2025-01-17,CloudFront,eu-west-1,659.54,13,AWS
2025-01-17,CloudFront,ap-southeast-1,710.95,9,AWS
2025-01-17,ELB,us-east-1,303.57,24,AWS
2025-01-17,ELB,us-west-2,936.2,2,AWS
2025-01-17,ELB,eu-west-1,328.49,45,AWS
2025-01-17,ELB,ap-southeast-1,973.49,46,AWS
2025-01-18,EC2,us-east-1,138.9,7,AWS
2025-01-18,EC2,us-west-2,775.4,40,AWS
2025-01-18,EC2,eu-west-1,951.16,47,AWS
2025-01-18,EC2,ap-southeast-1,519.43,29,AWS
2025-01-18,RDS,us-east-1,495.91,19,AWS
2025-01-18,RDS,us-west-2,836.75,32,AWS
2025-01-18,RDS,eu-west-1,979.19,31,AWS
2025-01-18,RDS,ap-southeast-1,775.59,30,AWS
2025-01-18,S3,us-east-1,420.37,10,AWS
2025-01-18,S3,us-west-2,287.76,3,AWS
2025-01-18,S3,eu-west-1,1058.32,36,AWS
2025-01-18,S3,ap-southeast-1,211.72,34,AWS
2025-01-18,Lambda,us-east-1,145.46,15,AWS
2025-01-18,Lambda,us-west-2,762.28,44,AWS
2025-01-18,Lambda,eu-west-1,556.43,11,AWS
2025-01-18,Lambda,ap-southeast-1,221.42,2,AWS
2025-01-18,CloudFront,us-east-1,744.79,6,AWS
2025-01-18,CloudFront,us-west-2,612.53,37,AWS
2025-01-18,CloudFront,eu-west-1,703.27,13,AWS
2025-01-18,CloudFront,ap-southeast-1,450.87,30,AWS
2025-01-18,ELB,us-east-1,797.37,38,AWS
2025-01-18,ELB,us-west-2,329.65,29,AWS
2025-01-18,ELB,eu-west-1,841.76,15,AWS
2025-01-18,ELB,ap-southeast-1,488.45,46,AWS
2025-01-19,EC2,us-east-1,116.15,41,AWS
2025-01-19,EC2,us-west-2,457.96,14,AWS
2025-01-19,EC2,eu-west-1,1027.04,38,AWS
2025-01-19,EC2,ap-southeast-1,345.0,30,AWS
2025-01-19,RDS,us-east-1,162.26,30,AWS
2025-01-19,RDS,us-west-2,124.11,18,AWS
2025-01-19,RDS,eu-west-1,114.11,25,AWS
2025-01-19,RDS,ap-southeast-1,547.01,37,AWS
2025-01-19,S3,us-east-1,987.16,38,AWS
2025-01-19,S3,us-west-2,140.54,34,AWS
2025-01-19,S3,eu-west-1,708.43,25,AWS
2025-01-19,S3,ap-southeast-1,698.7,11,AWS
2025-01-19,Lambda,us-east-1,206.88,47,AWS
2025-01-19,Lambda,us-west-2,536.67,7,AWS
2025-01-19,Lambda,eu-west-1,1000.49,26,AWS
2025-01-19,Lambda,ap-southeast-1,613.05,28,AWS
2025-01-19,CloudFront,us-east-1,334.5,27,AWS
2025-01-19,CloudFront,us-west-2,459.55,7,AWS
2025-01-19,CloudFront,eu-west-1,286.37,16,AWS
2025-01-19,CloudFront,ap-southeast-1,370.47,39,AWS
2025-01-19,ELB,us-east-1,271.39,22,AWS
2025-01-19,ELB,us-west-2,965.94,32,AWS
2025-01-19,ELB,eu-west-1,812.99,20,AWS
2025-01-19,ELB,ap-southeast-1,477.95,14,AWS
2025-01-20,EC2,us-east-1,600.48,48,AWS
2025-01-20,EC2,us-west-2,902.87,50,AWS
2025-01-20,EC2,eu-west-1,296.15,1,AWS
2025-01-20,EC2,ap-southeast-1,176.45,39,AWS
2025-01-20,RDS,us-east-1,407.86,47,AWS
2025-01-20,RDS,us-west-2,352.93,45,AWS
2025-01-20,RDS,eu-west-1,622.81,40,AWS
2025-01-20,RDS,ap-southeast-1,678.14,38,AWS
2025-01-20,S3,us-east-1,363.35,18,AWS
2025-01-20,S3,us-west-2,190.34,1,AWS
2025-01-20,S3,eu-west-1,506.0,10,AWS
2025-01-20,S3,ap-southeast-1,1003.28,42,AWS
2025-01-20,Lambda,us-east-1,825.25,30,AWS
2025-01-20,Lambda,us-west-2,382.05,17,AWS
2025-01-20,Lambda,eu-west-1,755.96,30,AWS
2025-01-20,Lambda,ap-southeast-1,665.27,37,AWS
2025-01-20,CloudFront,us-east-1,335.67,28,AWS
2025-01-20,CloudFront,us-west-2,443.99,47,AWS
2025-01-20,CloudFront,eu-west-1,305.16,11,AWS
2025-01-20,CloudFront,ap-southeast-1,728.04,19,AWS
2025-01-20,ELB,us-east-1,739.06,22,AWS
2025-01-20,ELB,us-west-2,865.17,18,AWS
2025-01-20,ELB,eu-west-1,1089.55,2,AWS
2025-01-20,ELB,ap-southeast-1,655.02,13,AWS
2025-01-21,EC2,us-east-1,577.3,40,AWS
2025-01-21,EC2,us-west-2,468.19,39,AWS
2025-01-21,EC2,eu-west-1,229.7,36,AWS
2025-01-21,EC2,ap-southeast-1,827.37,40,AWS
2025-01-21,RDS,us-east-1,554.01,19,AWS
2025-01-21,RDS,us-west-2,375.69,42,AWS
2025-01-21,RDS,eu-west-1,353.59,10,AWS
2025-01-21,RDS,ap-southeast-1,211.38,50,AWS
2025-01-21,S3,us-east-1,805.67,1,AWS
2025-01-21,S3,us-west-2,671.81,36,AWS
2025-01-21,S3,eu-west-1,417.33,16,AWS
